5,68,250898474248,1666161377469.696,178
5,68,266366572913,1666161377711.872,179
5,69,250720040912,1666161377469.696,178
5,69,266188112591,1666161377711.872,179
5,71,251236721114,1666161377469.696,178
5,71,266704743539,1666161377711.872,179
5,72,266392444448,1666161377711.872,179
5,73,251038064303,1666161377469.696,178
5,73,266506096109,1666161377711.872,179
5,74,250836633641,1666161377469.696,178
5,74,266304726841,1666161377711.872,179
30,68,289446374820,1666161378073.088,168
5,68,290968775019,1666161378096.896,180
5,68,310074043781,1666161378395.904,181
5,68,327837510088,1666161378673.92,182
5,68,339468538647,1666161378855.936,183
30,69,289267872764,1666161378073.088,168
5,69,290790271666,1666161378096.896,180
5,69,309895506739,1666161378395.904,181
5,69,327658941551,1666161378673.92,182
5,69,339289949359,1666161378855.936,183
30,70,290324583634,1666161378073.088,168
30,71,289784428128,1666161378073.088,168
5,71,291306824379,1666161378096.896,180
5,71,310411998968,1666161378395.904,181
5,71,328175377766,1666161378673.92,182
5,71,339806348992,1666161378855.936,183
30,72,289472231991,1666161378073.088,168
5,72,290994633762,1666161378096.896,180
5,72,327863349348,1666161378673.92,182
5,72,339494371657,1666161378855.936,183
30,73,289585796111,1666161378073.088,168
5,73,291108191730,1666161378096.896,180
5,73,310213377625,1666161378395.904,181
5,73,327976766747,1666161378673.92,182
5,73,339607744680,1666161378855.936,183
5,74,290906920211,1666161378096.896,180
5,74,310012182148,1666161378395.904,181
5,74,327775642108,1666161378673.92,182
5,74,339406666447,1666161378855.936,183
30,75,289497692301,1666161378073.088,168
30,76,290681464824,1666161378073.088,168
5,68,359274463701,1666161379165.696,184
30,68,368656761507,1666161379312.64,169
5,68,372183380799,1666161379367.936,185
5,68,393015107224,1666161379693.824,186
5,68,413785181331,1666161380018.944,187
5,68,425415912966,1666161380200.96,188
5,69,359095838862,1666161379165.696,184
30,69,368478118331,1666161379312.64,169
5,69,372004732633,1666161379367.936,185
5,69,392836421278,1666161379693.824,186
5,69,413606457419,1666161380018.944,187
5,69,425237167683,1666161380200.96,188
30,70,369534665819,1666161379312.64,169
5,71,359612176504,1666161379165.696,184
30,71,368994424540,1666161379312.64,169
5,71,372521030058,1666161379367.936,185
5,71,393352654008,1666161379693.824,186
5,71,414122626019,1666161380018.944,187
5,71,425753300520,1666161380200.96,188
30,72,368682576275,1666161379312.64,169
5,73,359413583449,1666161379165.696,184
30,73,368795838265,1666161379312.64,169
5,73,372322444206,1666161379367.68,185
5,73,393154079655,1666161379693.824,186
5,73,413924062952,1666161380018.944,187
5,73,425554743685,1666161380200.96,188
5,74,359212584310,1666161379165.696,184
5,74,372121496666,1666161379367.68,185
5,74,372121496666,1666161379367.68,185
5,74,392953215422,1666161379693.824,186
5,74,413723281796,1666161380018.944,187
5,74,425354009038,1666161380200.96,188
30,75,368708049302,1666161379312.64,169
30,76,369891785065,1666161379312.64,169
30,68,437848904225,1666161380395.52,170
5,68,443563614553,1666161380484.864,189
5,68,468296484956,1666161380871.936,190
5,68,480502770824,1666161381063.168,191
5,68,504147164910,1666161381433.088,192
30,69,437670134687,1666161380395.52,170
5,69,443384835825,1666161380484.864,189
5,69,468117660352,1666161380871.936,190
5,69,480323923461,1666161381063.168,191
5,69,503968273306,1666161381433.088,192
30,70,438726543045,1666161380395.52,170
30,71,438186227146,1666161380395.52,170
5,71,443900913002,1666161380484.864,189
5,71,468633662057,1666161380871.936,190
5,71,480839888113,1666161381063.168,191
5,71,504484166383,1666161381433.088,192
30,72,437874680201,1666161380395.52,170
5,72,443589389605,1666161380484.864,189
30,73,437987678472,1666161380395.52,170
5,73,443702365793,1666161380484.864,189
5,73,468435127790,1666161380871.936,190
5,73,480641360147,1666161381063.168,191
5,73,504285650482,1666161381433.088,192
5,74,443501703779,1666161380484.864,189
5,74,443501703779,1666161380484.864,189
5,74,468234564728,1666161380871.936,190
5,74,480440845884,1666161381063.168,191
5,74,504085230815,1666161381433.088,192
30,75,437900164435,1666161380395.52,170
30,76,439083868246,1666161380395.52,170
30,68,507043268147,1666161381478.4,171
5,68,523828913449,1666161381741.056,193
5,68,546830682115,1666161382100.992,194
5,68,564977113774,1666161382385.152,195
30,68,580724939978,1666161382631.424,172
5,69,523649984801,1666161381741.056,193
5,69,546651709932,1666161382100.992,194
5,69,564798107077,1666161382385.152,195
30,69,580545901852,1666161382631.424,172
30,70,507920641987,1666161381478.4,171
30,70,581602032136,1666161382631.424,172
30,71,507380251836,1666161381478.4,171
5,71,524165818588,1666161381741.056,193
5,71,547167474753,1666161382100.992,194
5,71,565313817704,1666161382385.152,195
30,71,581061563474,1666161382631.424,172
30,72,507069003760,1666161381478.4,171
30,73,507181738954,1666161381478.4,171
5,73,523967312600,1666161381741.056,193
5,73,546968980193,1666161382100.992,194
5,73,565115332072,1666161382385.152,195
30,73,580863087029,1666161382631.424,172
5,74,523766971644,1666161381741.056,193
5,74,546768731191,1666161382100.992,194
5,74,564915155576,1666161382385.152,195
30,75,507094499779,1666161381478.4,171
30,75,507094499779,1666161381478.4,171
30,75,580776140379,1666161382631.424,172
30,76,508278170545,1666161381478.4,171
30,76,508278170545,1666161381478.4,171
30,76,581959774509,1666161382631.424,172
5,68,586703664255,1666161382725.12,196
5,68,603445684761,1666161382987.008,197
5,68,627663832300,1666161383366.144,198
5,68,652395221867,1666161383753.216,199
5,69,586524616041,1666161382725.12,196
5,69,603266604409,1666161382987.008,197
5,69,627484705254,1666161383366.144,198
5,69,652216046938,1666161383753.216,199
5,71,587040262062,1666161382725.12,196
5,71,603782200880,1666161382987.008,197
5,71,628000230274,1666161383366.144,198
5,71,652731499339,1666161383753.216,199
5,72,627689496406,1666161383366.144,198
5,73,586841786976,1666161382725.12,196
5,73,603583733854,1666161382987.008,197
5,73,627801774761,1666161383366.144,198
5,73,652533055403,1666161383753.216,199
5,74,586641697272,1666161382725.12,196
5,74,603383710969,1666161382987.008,197
5,74,627601848554,1666161383366.144,198
5,74,652333227853,1666161383753.216,199
5,76,653629991802,1666161383753.216,199
5,68,666387480195,1666161383972.096,200
30,68,676679215553,1666161384133.12,173
5,68,689578949879,1666161384335.104,201
5,68,709769955246,1666161384651.008,202
5,68,719676632772,1666161384806.144,203
5,69,666208278074,1666161383972.096,200
5,69,689399702518,1666161384335.104,201
5,69,709590668383,1666161384651.008,202
5,69,719497326450,1666161384806.144,203
30,70,677555941237,1666161384133.12,173
5,71,666723689503,1666161383972.096,200
30,71,677015371214,1666161384133.12,173
5,71,689915046330,1666161384335.104,201
5,71,710105953495,1666161384651.008,202
5,71,720012582867,1666161384806.144,203
5,72,666413119685,1666161383972.096,200
30,72,676704846076,1666161384133.12,173
5,72,689604574434,1666161384335.104,201
5,72,709795566671,1666161384651.008,202
5,72,719702237715,1666161384806.144,203
5,73,666525252124,1666161383972.096,200
30,73,676816940145,1666161384133.12,173
5,73,689716619652,1666161384335.104,201
5,73,709907536047,1666161384651.008,202
5,73,719814169905,1666161384806.144,203
5,74,666325480349,1666161383972.096,200
5,74,666325480349,1666161383972.096,200
5,74,689516940316,1666161384335.104,201
5,74,709707937148,1666161384651.008,202
5,74,719614610412,1666161384806.144,203
30,75,676730374064,1666161384133.12,173
5,75,689630105108,1666161384335.104,201
5,75,709821101590,1666161384651.008,202
5,75,719727774593,1666161384806.144,203
5,76,667622236596,1666161383972.096,200
5,76,667622236596,1666161383972.096,200
30,76,677913958314,1666161384133.12,173
5,76,711004669177,1666161384651.008,202
5,76,720911336941,1666161384806.144,203
5,68,744594211817,1666161385196.032,204
5,68,767020283772,1666161385547.008,205
30,68,772877307043,1666161385638.656,174
5,68,781911247476,1666161385780.224,206
5,68,807215076210,1666161386176,207
5,69,744414856371,1666161385196.032,204
5,69,766840883971,1666161385547.008,205
5,69,781731818166,1666161385780.224,206
5,69,807035596652,1666161386176,207
30,70,773753665853,1666161385638.656,174
5,71,744930040839,1666161385196.032,204
5,71,767356003946,1666161385547.008,205
30,71,773212995438,1666161385638.656,174
5,71,782246895459,1666161385780.224,206
5,71,807550601642,1666161386176,207
5,72,744619800334,1666161385196.032,204
5,72,767045857367,1666161385547.008,205
30,72,772902874603,1666161385638.656,174
5,72,781936811182,1666161385780.224,206
5,72,807240622913,1666161386176,207
5,73,744731639089,1666161385196.032,204
5,73,767157612186,1666161385547.008,205
30,73,773014607820,1666161385638.656,174
5,73,782048510294,1666161385780.224,206
5,73,807352227573,1666161386176,207
5,74,744532178697,1666161385196.032,204
5,74,766958240925,1666161385547.008,205
5,74,781849198150,1666161385780.224,206
5,74,807153015869,1666161386176,207
5,75,744645342476,1666161385196.032,204
5,75,744645342476,1666161385196.032,204
5,75,767071404393,1666161385547.008,205
