5,73,403209955841,1666165114860.8,29
5,74,403313111649,1666165114860.8,29
5,75,403222947672,1666165114860.8,29
5,68,403187656370,1666165114860.8,29
5,68,422724180398,1666165115166.464,31
5,68,432302215858,1666165115316.48,32
5,68,448644768148,1666165115572.224,33
5,68,473216231388,1666165115956.736,34
5,69,402953630214,1666165114860.8,29
5,69,412273163646,1666165115006.72,30
5,69,422490097849,1666165115166.464,31
5,69,432068105532,1666165115316.48,32
5,69,448410610217,1666165115572.224,33
30,69,462106355628,1666165115786.496,187
5,69,472982001288,1666165115956.736,34
30,70,462947115690,1666165115786.496,187
5,71,403500872045,1666165114860.8,29
5,71,412820392319,1666165115006.72,30
5,71,423037312129,1666165115166.464,31
5,71,432615306293,1666165115316.224,32
5,71,448957788001,1666165115572.224,33
30,71,462653512056,1666165115786.496,187
5,71,473529144735,1666165115956.736,34
5,72,403214318840,1666165114860.8,29
5,72,412533863953,1666165115006.72,30
5,72,422750811048,1666165115166.464,31
5,72,432328830777,1666165115316.224,32
5,72,448671356204,1666165115572.224,33
30,72,462367118116,1666165115786.496,187
5,72,473242778681,1666165115956.736,34
5,73,412529474116,1666165115006.72,30
5,73,422746391704,1666165115166.464,31
5,73,432324383827,1666165115316.48,32
5,73,448666862030,1666165115572.224,33
30,73,462362584687,1666165115786.496,187
5,73,473238213506,1666165115956.736,34
5,74,412632658060,1666165115006.72,30
5,74,422849606532,1666165115166.464,31
5,74,432427627628,1666165115316.224,32
5,74,448770155429,1666165115572.224,33
5,74,473341581759,1666165115956.736,34
5,75,412542499683,1666165115006.72,30
5,75,422759454312,1666165115166.464,31
5,75,432337481154,1666165115316.224,32
5,75,448680018641,1666165115572.224,33
30,75,462375790659,1666165115786.496,187
30,75,462375790659,1666165115786.496,187
5,75,473251459317,1666165115956.736,34
5,76,413739429149,1666165115006.72,30
5,76,423956366849,1666165115166.464,31
5,76,433534377745,1666165115316.224,32
5,76,449876888246,1666165115572.224,33
30,76,463572636371,1666165115786.496,187
30,76,463572636371,1666165115786.496,187
5,68,497788608624,1666165116341.248,35
5,68,509276139497,1666165116520.96,36
5,68,524273119284,1666165116755.712,37
5,68,536974179637,1666165116954.624,38
5,68,546806249772,1666165117108.48,39
5,69,497554305652,1666165116341.248,35
5,69,509041802265,1666165116520.96,36
5,69,524038737206,1666165116755.712,37
5,69,536739759385,1666165116954.624,38
5,69,546571799915,1666165117108.48,39
5,71,498101415103,1666165116341.248,35
5,71,509588895933,1666165116520.96,36
5,71,524585810346,1666165116755.712,37
5,71,537286815233,1666165116954.624,38
5,71,547118842435,1666165117108.48,39
5,72,497815114737,1666165116341.248,35
5,72,524299580911,1666165116755.712,37
5,72,537000619674,1666165116954.624,38
5,73,497810478595,1666165116341.248,35
5,73,509297956953,1666165116520.96,36
5,73,524294868163,1666165116755.712,37
5,73,536995870333,1666165116954.624,38
5,73,546827895415,1666165117108.48,39
5,74,497913922052,1666165116341.248,35
5,74,509401435662,1666165116520.96,36
5,74,524398392950,1666165116755.712,37
5,74,537099434203,1666165116954.624,38
5,74,546931489581,1666165117108.48,39
5,75,497823813735,1666165116341.248,35
5,75,509311333841,1666165116520.96,36
5,75,524308299617,1666165116755.712,37
